Frame number,Identity number,Bounding box left,Bounding box top,Bounding box width,Bounding box height,Area,Centroid,xCentroid,yCentroid
571,3,31,179,21,68,874,,39.08237986270023,214.5675057208238
571,4,747,248,21,101,1187,,760.6975568660489,303.05560235888794
571,9,637,307,36,109,2283,,657.1730179588261,365.2606219886115
571,17,175,347,62,213,7981,,205.05011903270267,460.01177797268514
572,11,341,153,29,74,1152,,352.19618055555554,190.75434027777777
572,23,569,165,30,76,1483,,583.5273095077546,203.8098449089683
572,3,21,180,30,66,891,,35.28507295173962,216.02356902356902
572,4,738,248,30,101,1818,,757.442794279428,302.0665566556656
572,9,636,307,36,109,2344,,657.0985494880546,366.3481228668942
572,17,172,347,68,215,8485,,203.97713612256925,460.60636417206837
573,11,338,152,28,74,1030,,348.75631067961166,189.60485436893205
573,23,567,166,31,77,1475,,583.0440677966102,205.5627118644068
573,3,13,181,38,65,865,,31.46242774566474,216.47630057803468
573,4,731,247,37,101,2158,,754.5704355885078,301.4471733086191
573,9,638,307,34,109,2343,,656.8023900981648,365.41912078531794
573,17,168,345,79,217,8713,,203.06312406748538,463.1428899345805
574,11,332,150,23,74,1009,,340.42517343904854,187.93359762140733
574,23,568,170,30,77,1503,,584.1337325349301,208.88023952095807
574,3,14,180,29,66,898,,23.552338530066816,215.56013363028953
574,4,726,242,38,103,2241,,747.0093708165997,297.1668897813476
574,9,633,307,39,108,2430,,656.0288065843621,363.52880658436214
574,17,163,344,89,229,9274,,201.9776795341816,463.3584213931421
575,11,321,151,32,72,1059,,336.27856468366383,189.9792256846081
575,23,570,170,29,77,1515,,585.1445544554456,209.62772277227722
575,3,11,180,27,66,804,,20.228855721393035,215.1865671641791
575,4,722,241,36,101,2123,,741.1493170042393,294.5025906735751
575,9,634,307,37,109,2423,,655.802311184482,363.9789517127528
575,17,162,344,88,232,9226,,202.2898330804249,462.6781920659007
576,11,316,152,31,69,911,,330.88913282107575,186.3369923161361
576,23,572,174,29,73,1483,,586.3587322993931,210.11395819285232
576,3,8,179,19,67,693,,16.13997113997114,211.53679653679654
576,4,715,240,37,100,2237,,736.080911935628,295.276262852034
576,9,631,307,40,109,2412,,655.7927031509121,363.6111111111111
576,17,163,344,88,232,8914,,203.75555306259815,461.4093560691048
577,11,312,151,32,70,1137,,323.5910290237467,189.05452946350044
577,23,574,170,31,79,1411,,589.1686746987951,208.13607370659108
577,12,0,181,22,67,860,,9.243023255813954,215.6639534883721
577,4,698,240,49,99,2406,,725.8146300914381,295.74729842061515
577,9,632,307,40,109,2421,,655.4807930607187,364.15406856670796
577,24,208,345,45,131,3905,,229.44455825864276,412.8727272727273
577,17,168,426,59,150,4408,,192.68307622504537,503.17490925589834
578,11,306,150,28,71,1079,,318.7979610750695,186.05468025949955
578,23,576,171,30,80,1388,,590.9279538904899,210.04971181556195
578,12,0,181,21,64,744,,6.998655913978495,213.7983870967742
578,4,698,237,46,99,2414,,720.6893123446562,293.0956917978459
578,9,635,307,35,109,2386,,655.6186085498742,365.44593461860853
578,24,212,343,46,130,3737,,234.3120149852823,409.41824993310144
578,17,171,429,56,147,4222,,194.77190904784462,504.456418758882
579,11,300,152,25,69,901,,313.72475027746947,182.20865704772476
579,23,578,175,29,79,1367,,592.6378931967813,213.41697147037308
579,12,0,182,21,63,518,,6.2915057915057915,213.7027027027027
579,4,696,235,38,98,2268,,715.2592592592592,288.6507936507937
579,9,637,307,34,109,2336,,655.8518835616438,365.45205479452056
579,24,216,341,46,131,3393,,238.5328617742411,402.920424403183
579,17,175,429,55,147,4026,,197.44634873323398,504.6544957774466
580,11,296,149,29,72,1092,,309.9331501831502,187.39285714285714
580,23,580,176,29,78,1358,,594.2334315169367,214.6016200294551
580,12,0,193,18,53,313,,5.26517571884984,220.7188498402556
580,4,691,234,36,98,2031,,709.6248153618907,283.70310192023635
580,9,637,307,33,108,2280,,656.0311403508772,365.82719298245615
580,24,221,339,46,133,3647,,244.08472717301893,404.04798464491364
580,17,179,429,53,147,4396,,202.16651501364876,507.58257506824384
581,11,290,154,33,67,891,,301.91582491582494,187.57912457912457
581,23,583,174,32,80,1610,,599.3391304347826,215.72049689440993
581,4,675,233,42,98,2360,,699.5673728813559,286.4012711864407
581,9,635,307,35,109,2297,,655.5620374401393,366.077492381367
581,24,235,339,44,132,3638,,256.21137987905445,405.5222649807587
581,17,187,432,72,144,5160,,213.74011627906978,514.2798449612403
582,11,288,155,27,66,817,,297.16279069767444,188.80905752753978
582,23,586,187,35,69,1591,,602.3255813953489,220.62413576367064
582,4,674,232,42,99,2282,,695.7230499561788,285.4583698510079
582,9,636,307,34,109,2338,,655.5346449957228,366.4777587681779
582,24,245,336,40,132,3395,,264.18497790868923,400.80648011782034
582,17,190,431,63,145,5095,,219.48243375858684,515.4007850834151
583,11,283,148,21,73,819,,291.72161172161174,184.02930402930403
583,23,589,177,37,83,1687,,605.5020746887967,222.6935388263189
583,4,673,229,37,100,2040,,691.0186274509804,283.01029411764705
583,9,636,307,34,109,2362,,655.4403048264182,366.4796782387807
583,24,253,332,41,130,3262,,271.91661557326796,398.69957081545067
583,17,198,429,55,147,4710,,226.42569002123142,512.4800424628451
584,11,274,149,23,71,850,,284.0905882352941,182.77764705882353
584,23,593,181,35,81,1729,,611.5899363794101,224.50896471949105
584,9,636,227,59,189,4290,,666.7153846153847,326.1885780885781
584,24,260,331,65,127,3537,,287.1702007350862,400.7195363302234
584,17,217,426,48,150,4073,,240.55511907684755,497.7066044684508
585,11,270,150,28,70,818,,279.9682151589242,183.18581907090464
585,23,597,180,34,82,1726,,615.117033603708,224.2798377752028
585,9,637,226,54,190,4314,,665.2118683356514,326.0331478905888
585,24,263,332,68,125,3577,,295.3754542913056,400.92479731618675
585,17,223,426,53,150,4719,,247.17355371900825,504.3945751218478
586,11,264,150,20,59,763,,272.66317169069464,178.91087811271296
586,23,603,182,33,81,1600,,618.346875,222.940625
586,9,636,226,54,190,4403,,663.2486940722234,325.4642289348172
586,24,274,331,57,122,3564,,305.2850729517396,398.49719416386085
586,17,229,426,65,150,4649,,251.16175521617552,504.3534093353409
587,11,253,155,25,65,862,,265.2238979118329,183.05916473317865
587,23,608,185,36,85,1717,,624.8474082702388,228.7815958066395
587,9,637,223,45,193,4387,,659.387964440392,322.03031684522455
587,24,299,325,47,123,2911,,320.86224665063554,384.32325661284784
587,17,237,430,55,146,4229,,261.9645306218964,508.11350200993144
588,11,247,149,24,71,875,,260.48914285714284,181.26742857142858
588,6,611,198,64,217,6022,,648.822318166722,296.9676187313185
588,24,304,325,52,124,3476,,329.39672036823936,389.34407364787114
588,17,243,431,50,145,4176,,268.76340996168585,508.5601053639847
589,11,244,148,28,72,951,,257.1272344900105,184.10410094637223
589,6,614,188,59,228,5991,,648.2891003171424,295.70605908863297
589,24,312,325,57,123,3604,,337.395948945616,390.01664816870147
589,17,243,432,55,144,4248,,273.4044256120527,510.3015536723164
590,11,239,148,24,71,805,,247.83229813664596,182.51552795031057
590,6,620,202,52,213,5370,,648.1880819366853,303.6145251396648
590,22,337,320,36,123,2631,,355.89813759026987,382.47472443937664
590,17,261,435,60,141,4199,,282.3858061443201,505.6227673255537
591,11,237,153,20,66,713,,244.23141654978963,184.7798036465638
591,6,621,205,53,211,5422,,648.4771302102545,307.69365547768354
591,22,348,318,37,123,2969,,364.5810037049512,382.0747726507241
591,17,263,436,63,140,4251,,284.55045871559633,505.8308633262762
592,11,233,149,21,71,738,,240.64363143631437,183.86720867208672
592,6,616,207,57,209,5620,,647.9435943060498,305.65480427046265
592,22,353,318,51,119,3428,,373.6292298716453,383.8801050175029
592,17,264,435,59,141,4292,,284.92451071761417,506.02865796831315
593,11,220,148,24,71,867,,232.57439446366783,181.9607843137255
593,23,609,207,64,99,4016,,639.5229083665339,254.93575697211156
593,9,641,308,32,108,2399,,657.8703626511046,366.0070862859525
593,22,357,320,69,115,3425,,389.82773722627735,385.71620437956204
593,17,264,435,45,141,4186,,283.69469660774007,506.6364070711897
594,11,216,155,26,64,822,,229.30170316301704,184.2323600973236
594,23,598,197,81,110,4191,,638.4702934860416,255.9935576234789
594,9,640,308,33,108,2311,,657.9294677628732,365.8437905668542
594,22,365,321,62,112,3281,,399.59250228588843,385.93751904907043
594,17,264,435,44,141,4245,,283.4193168433451,506.1882214369847
595,11,218,155,21,58,794,,226.09068010075566,182.08564231738035
595,23,638,200,42,89,1953,,658.9800307219662,246.85919098822325
595,23,597,213,43,93,2102,,618.5409134157945,264.23311132255
595,9,641,308,35,107,2305,,658.2511930585683,364.61258134490237
595,22,388,318,41,116,3167,,409.9052731291443,377.2526049889485
595,17,264,436,45,140,4299,,283.5259362642475,506.90602465689693
596,11,213,148,22,64,900,,221.91333333333333,180.89
596,23,595,211,40,92,2151,,613.928870292887,260.22547652254764
596,4,640,214,44,76,1873,,662.0411105178857,250.92311799252536
596,9,641,308,35,107,2339,,658.1846943138094,364.5981188542112
596,22,393,315,50,118,3156,,419.50063371356146,371.2227503168568
596,17,264,436,46,140,4331,,284.0108519972293,506.30085430616487
597,11,208,149,26,70,1059,,219.70915958451369,184.76015108593012
597,4,641,203,47,87,2039,,664.9431093673369,251.330554193232
597,23,591,209,38,92,2005,,609.002493765586,255.74812967581047
597,9,641,307,34,108,2385,,657.9111111111112,364.6167714884696
597,22,399,314,62,119,3667,,428.8371966184892,376.62203436051266
597,17,265,437,46,139,4180,,285.45526315789476,505.76674641148327
598,11,200,150,22,68,870,,212.53793103448277,180.9
598,23,577,209,45,90,2140,,600.3196261682243,255.4051401869159
598,4,648,217,44,76,2114,,671.8197729422895,256.8386944181646
598,9,639,307,35,108,2392,,657.5760869565217,364.7529264214047
598,22,416,311,60,120,3569,,445.37405435696274,376.5920425889605
598,17,268,436,54,140,4376,,290.651508226691,505.3368372943327
599,11,198,148,23,70,908,,209.73237885462555,182.13325991189427
599,23,574,207,42,91,2018,,596.5862239841427,253.9767096134787
599,4,651,212,48,86,2163,,676.0268146093389,259.329634766528
599,22,432,307,43,121,2764,,453.54232995658464,370.0231548480463
599,9,641,307,33,109,2407,,657.5670959700873,363.48774407976737
599,17,272,436,55,140,4569,,294.5602976581309,510.3595972860582
600,11,196,151,24,65,863,,206.45191193511008,182.36848203939746
600,23,574,204,36,93,1924,,592.2266112266112,251.6933471933472
600,4,657,211,42,89,2199,,679.9972714870396,259.98726693951795
600,22,445,305,35,120,2854,,461.9018920812894,366.10266292922216
600,9,642,307,31,109,2415,,657.4409937888199,363.82981366459626
600,17,276,435,51,141,4435,,297.6372040586246,509.69898534385567
601,11,192,148,19,69,717,,199.6192468619247,179.99163179916317
601,23,565,202,34,90,1852,,582.5610151187905,250.20302375809936
601,4,666,223,48,78,2045,,688.6850855745721,261.0195599022005
601,22,456,304,52,116,3187,,475.28616253529964,367.2005020395356
601,9,641,307,31,109,2301,,657.4780530204259,364.55410691003914
601,17,287,434,46,142,3968,,307.2930947580645,505.6514616935484
602,11,189,148,18,69,788,,196.95685279187816,181.66751269035532
602,23,557,201,38,90,1876,,578.293710021322,251.06236673773986
602,4,672,225,41,78,1895,,692.0580474934037,260.8728232189974
602,22,458,305,54,114,3087,,480.7803692905734,366.50145772594755
602,9,639,307,33,109,2266,,657.2855251544572,363.96734333627535
602,17,289,432,51,144,4058,,312.80458353868903,506.3452439625431
603,11,186,149,17,68,897,,193.7859531772575,184.06243032329988
603,23,551,201,44,90,1921,,574.0473711608537,251.87714731910464
603,4,678,227,38,81,1861,,696.1101558301988,264.89145620634065
603,22,461,304,52,115,3054,,486.7675180091683,366.8719711853307
603,9,639,307,32,109,2291,,656.8118725447403,364.9637712789175
603,17,297,431,48,145,4164,,317.59197886647456,506.6659462055716
604,11,174,148,28,68,946,,187.73678646934462,182.21035940803384
604,23,549,198,36,88,1850,,565.1513513513513,245.84972972972972
604,4,682,218,40,93,2043,,703.0269211943221,266.90161527165935
604,22,483,300,38,115,2623,,501.0480365993138,354.67708730461305
604,9,635,307,35,108,2366,,655.5431107354184,364.9902789518174
604,17,301,429,74,147,4893,,325.69773145309625,511.23094216227264
605,11,173,150,30,66,1020,,184.92745098039217,184.10980392156864
605,23,539,197,36,87,1650,,559.8581818181818,240.87878787878788
605,4,686,219,39,92,2114,,707.0392620624409,267.9479659413434
605,22,485,299,45,115,2494,,507.8961507618284,348.84803528468325
605,9,636,307,34,108,2364,,655.7093908629441,364.76438240270727
605,17,306,429,73,147,4829,,329.79519569269,510.6897908469662
606,11,165,148,29,67,1141,,178.12094653812446,181.95267309377738
606,12,0,197,22,58,434,,6.5368663594470044,227.2626728110599
606,23,530,196,40,87,1878,,551.9435569755059,242.51970181043663
606,4,693,222,43,95,2249,,714.6576256113829,275.70342374388616
606,22,497,300,46,115,3018,,521.128561961564,358.3081510934394
606,9,634,308,36,107,2336,,655.4396404109589,364.4417808219178
606,17,310,431,63,145,4953,,339.3091055925702,509.84615384615387
607,11,162,148,24,67,936,,174.56517094017093,177.7948717948718
607,12,0,188,21,67,650,,6.612307692307692,222.54615384615386
607,23,528,195,41,89,1841,,548.5138511678435,241.9521998913634
607,4,697,226,43,94,2270,,718.531718061674,278.311013215859
607,22,510,299,44,111,2731,,528.4943244232882,355.6869278652508
607,9,636,308,34,108,2420,,655.3855371900827,363.81611570247935
607,17,315,432,58,144,4785,,345.8503657262278,510.92580982236154
608,11,159,148,25,66,875,,171.69942857142857,177.07771428571428
608,12,0,187,20,68,824,,8.144417475728156,220.39563106796118
608,23,528,193,35,89,1704,,544.3286384976526,239.07805164319248
608,4,699,227,43,94,2365,,722.492600422833,279.1915433403806
608,22,518,296,41,114,2850,,535.7150877192983,355.31894736842105
608,9,631,307,39,109,2413,,655.4438458350601,365.1085785329465
608,17,329,433,54,143,4575,,352.59803278688526,507.1110382513661
609,11,156,146,27,68,1018,,167.0943025540275,181.96463654223967
609,3,0,186,26,69,889,,14.780652418447694,218.03374578177727
609,23,522,191,29,86,1656,,535.707729468599,236.78140096618358
609,4,710,233,49,89,2244,,731.5392156862745,277.9349376114082
609,22,525,295,50,115,3419,,547.3117870722433,359.54314126937703
609,9,633,307,39,108,2403,,655.7844361215148,366.16104868913857
609,17,340,430,54,146,4556,,363.62291483757684,503.2585601404741
610,11,153,146,27,68,996,,164.35642570281124,181.02208835341366
610,3,7,186,31,69,960,,19.542708333333334,220.928125
610,23,513,191,34,86,1686,,531.9495848161329,237.2502965599051
610,4,715,230,43,97,2203,,734.6740807989106,278.30549251021336
610,22,528,295,59,114,3626,,553.8411472697187,360.03833425261996
610,9,631,307,39,109,2325,,655.7836559139785,366.07612903225805
610,17,345,430,56,146,4867,,368.44811999178137,507.40250667762484
611,11,151,144,23,70,995,,161.97085427135679,179.71356783919597
611,3,11,186,32,69,929,,23.109795479009687,220.53067814854683
611,23,508,192,38,84,1723,,527.9158444573418,238.37724898432967
611,4,719,233,44,99,2324,,738.3201376936316,282.62478485370053
611,22,529,296,58,111,3586,,559.4104852203012,357.45566090351366
611,9,631,306,40,110,2406,,655.733582709892,366.72859517871984
611,17,350,429,47,147,4630,,371.2401727861771,505.4924406047516
612,11,148,144,27,69,1036,,159.79440154440155,178.97779922779924
612,3,14,186,30,69,909,,26.786578657865785,220.67326732673268
612,23,504,191,41,85,1813,,524.072807501379,237.8996138996139
612,4,719,236,45,98,2262,,741.1958443854995,285.82714412024757
612,22,538,285,57,123,3590,,567.0816155988858,355.83175487465184
612,9,632,306,40,109,2484,,655.7338969404187,366.3341384863124
612,17,353,429,50,147,4512,,375.26972517730496,505.25997340425533
613,11,143,143,31,69,1257,,155.5807478122514,180.5656324582339
613,3,24,184,21,69,781,,34.9449423815621,218.91165172855312
613,23,498,186,35,84,1730,,514.6815028901734,229.49132947976878
613,4,725,238,43,96,2369,,747.7644575770368,288.83663993246097
613,22,555,276,46,128,3134,,577.278876834716,345.93554562858964
613,9,627,307,46,109,2614,,655.0910482019893,367.8244070390207
613,17,359,428,51,148,3873,,384.69171185127806,501.9122127549703
614,11,140,143,25,69,1116,,151.86379928315412,177.95250896057348
614,3,28,183,23,69,842,,39.55938242280285,218.00475059382424
614,23,491,185,37,85,1573,,510.3305785123967,224.74380165289256
614,4,730,240,38,96,2478,,752.0363196125908,292.1533494753834
614,22,556,282,117,134,5980,,613.8172240802676,357.54113712374584
614,17,368,428,46,148,3941,,388.5196650596295,503.31540218218726
615,11,138,150,28,62,1038,,149.88728323699422,178.71290944123314
615,3,31,183,32,68,935,,44.104812834224596,218.42780748663102
615,23,487,184,39,83,1572,,507.06552162849874,224.23409669211196
615,4,731,242,37,98,2316,,753.779792746114,295.21157167530225
615,22,559,286,114,130,6086,,615.408478475189,358.8411107459744
615,17,370,427,48,149,4320,,391.274537037037,505.6115740740741
616,11,134,143,27,69,1022,,145.40802348336595,181.03424657534248
616,23,482,182,37,84,1652,,500.1700968523002,223.83292978208232
616,3,37,185,38,67,930,,52.76881720430107,221.41827956989246
616,4,738,251,30,93,1590,,756.8,301.9270440251572
616,22,571,278,102,137,6349,,619.9768467475193,354.79666089147895
